symbol,name
005930,삼성전자
000660,SK하이닉스
373220,LG에너지솔루션
207940,삼성바이오로직스
005380,현대차
068270,셀트리온
105560,KB금융
035420,NAVER
035720,카카오
012330,현대모비스
055550,신한지주
096770,SK이노베이션
034730,SK
015760,한국전력
017670,SK텔레콤
316140,우리금융지주
028260,삼성물산
003550,LG
010130,고려아연
066570,LG전자
